Title,Authors,recommendation
Relational Forward Models for Multi-Agent Learning,"['Andrea Tacchetti', 'H. Francis Song', 'Pedro A. M. Mediano', 'Vinicius Zambaldi', 'János Kramár', 'Neil C. Rabinowitz', 'Thore Graepel', 'Matthew Botvinick', 'Peter W. Battaglia']",Accept (Poster)
Variational Bayesian Phylogenetic Inference,"['Cheng Zhang', 'Frederick A. Matsen IV']",Accept (Poster)
Adv-BNN: Improved Adversarial Defense through Robust Bayesian Neural Network,"['Xuanqing Liu', 'Yao Li', 'Chongruo Wu', 'Cho-Jui Hsieh']",Accept (Poster)
h-detach: Modifying the LSTM Gradient Towards Better Optimization,"['Bhargav Kanuparthi', 'Devansh Arpit', 'Giancarlo Kerg', 'Nan Rosemary Ke', 'Ioannis Mitliagkas', 'Yoshua Bengio']",Accept (Poster)
The Anisotropic Noise in Stochastic Gradient Descent: Its Behavior of Escaping from Minima and Regularization Effects,"['Zhanxing Zhu', 'Jingfeng Wu', 'Bing Yu', 'Lei Wu', 'Jinwen Ma']",Reject
On the loss landscape of a class of deep neural networks with no bad local valleys,"['Quynh Nguyen', 'Mahesh Chandra Mukkamala', 'Matthias Hein']",Accept (Poster)
Representation-Constrained Autoencoders and an Application to Wireless Positioning,"['Pengzhi Huang', 'Emre Gonultas', 'Said Medjkouh', 'Oscar Castaneda', 'Olav Tirkkonen', 'Tom Goldstein', 'Christoph Studer']",Reject
Backprop with Approximate Activations for Memory-efficient Network Training,"['Ayan Chakrabarti', 'Benjamin Moseley']",Reject
Accumulation Bit-Width Scaling For Ultra-Low Precision Training Of Deep Networks,"['Charbel Sakr', 'Naigang Wang', 'Chia-Yu Chen', 'Jungwook Choi', 'Ankur Agrawal', 'Naresh Shanbhag', 'Kailash Gopalakrishnan']",Accept (Poster)
Auto-Encoding Knockoff Generator for FDR  Controlled Variable Selection,"['Ying Liu', 'Cheng Zheng']",Reject
Deep Convolutional Networks as shallow Gaussian Processes,"['Adrià Garriga-Alonso', 'Carl Edward Rasmussen', 'Laurence Aitchison']",Accept (Poster)
Universal Successor Features Approximators,"['Diana Borsa', 'Andre Barreto', 'John Quan', 'Daniel J. Mankowitz', 'Hado van Hasselt', 'Remi Munos', 'David Silver', 'Tom Schaul']",Accept (Poster)
A Biologically Inspired Visual Working Memory for Deep Networks,"['Ethan Harris', 'Mahesan Niranjan', 'Jonathon Hare']",Reject
On Generalization Bounds of a Family of Recurrent Neural Networks,"['Minshuo Chen', 'Xingguo Li', 'Tuo Zhao']",Reject
The Cakewalk Method,"['Uri Patish', 'Shimon Ullman']",Reject
Adaptive Estimators Show Information Compression in Deep Neural Networks,"['Ivan Chelombiev', 'Conor Houghton', ""Cian O'Donnell""]",Accept (Poster)
Neural Causal Discovery with Learnable Input Noise,"['Tailin Wu', 'Thomas Breuel', 'Jan Kautz']",Reject
Dataset Distillation,"['Tongzhou Wang', 'Jun-Yan Zhu', 'Antonio Torralba', 'Alexei A. Efros']",Reject
Gradient-based learning for F-measure and other performance metrics,"['Yu Gai', 'Zheng Zhang', 'Kyunghyun Cho']",Reject
CBOW Is Not All You Need: Combining CBOW with the Compositional Matrix Space Model,"['Florian Mai', 'Lukas Galke', 'Ansgar Scherp']",Accept (Poster)
Using Deep Siamese Neural Networks to Speed up Natural Products Research,"['Nicholas Roberts', 'Poornav S. Purushothama', 'Vishal T. Vasudevan', 'Siddarth Ravichandran', 'Chen Zhang', 'William H. Gerwick', 'Garrison W. Cottrell']",Reject
Radial Basis Feature Transformation to Arm CNNs Against Adversarial Attacks,"['Saeid Asgari Taghanaki', 'Shekoofeh Azizi', 'Ghassan Hamarneh']",Reject
Fluctuation-dissipation relations for stochastic gradient descent,['Sho Yaida'],Accept (Poster)
A Universal Music Translation Network,"['Noam Mor', 'Lior Wolf', 'Adam Polyak', 'Yaniv Taigman']",Accept (Poster)
Probabilistic Binary Neural Networks,"['Jorn W.T. Peters', 'Tim Genewein', 'Max Welling']",Reject
TabNN: A Universal Neural Network Solution for Tabular Data,"['Guolin Ke', 'Jia Zhang', 'Zhenhui Xu', 'Jiang Bian', 'Tie-Yan Liu']",Reject
Neural Persistence: A Complexity Measure for Deep Neural Networks Using Algebraic Topology,"['Bastian Rieck', 'Matteo Togninalli', 'Christian Bock', 'Michael Moor', 'Max Horn', 'Thomas Gumbsch', 'Karsten Borgwardt']",Accept (Poster)
Hierarchically Clustered Representation Learning,"['Su-Jin Shin', 'Kyungwoo Song', 'Il-Chul Moon']",Reject
Detecting Egregious Responses in Neural Sequence-to-sequence Models,"['Tianxing He', 'James Glass']",Accept (Poster)
Measuring Compositionality in Representation Learning,['Jacob Andreas'],Accept (Poster)
Learning Representations of Sets through Optimized Permutations,"['Yan Zhang', 'Jonathon Hare', 'Adam Prügel-Bennett']",Accept (Poster)
Point Cloud GAN,"['Chun-Liang Li', 'Manzil Zaheer', 'Yang Zhang', 'Barnabás Póczos', 'Ruslan Salakhutdinov']",Reject
Analysing Mathematical Reasoning Abilities of Neural Models,"['David Saxton', 'Edward Grefenstette', 'Felix Hill', 'Pushmeet Kohli']",Accept (Poster)
Learning Information Propagation in the Dynamical Systems via Information Bottleneck Hierarchy,"['Gaurav Gupta', 'Mohamed Ridha Znaidi', 'Paul Bogdan']",Reject
Improving Generative Adversarial Imitation Learning with Non-expert Demonstrations,"['Voot Tangkaratt', 'Masashi Sugiyama']",Reject
Ordered Neurons: Integrating Tree Structures into Recurrent Neural Networks,"['Yikang Shen', 'Shawn Tan', 'Alessandro Sordoni', 'Aaron Courville']",Accept (Oral)
FUNCTIONAL VARIATIONAL BAYESIAN NEURAL NETWORKS,"['Shengyang Sun', 'Guodong Zhang', 'Jiaxin Shi', 'Roger Grosse']",Accept (Poster)
MixFeat: Mix Feature in Latent Space Learns Discriminative Space,"['Yoichi Yaguchi', 'Fumiyuki Shiratani', 'Hidekazu Iwaki']",Reject
Understanding the Asymptotic Performance of Model-Based RL Methods,"['William Whitney', 'Rob Fergus']",Reject
Weakly-supervised Knowledge Graph Alignment with Adversarial Learning,"['Meng Qu', 'Jian Tang', 'Yoshua Bengio']",Reject
Learning Neural Random Fields with Inclusive Auxiliary Generators,"['Yunfu Song', 'Zhijian Ou']",Reject
Countering Language Drift via Grounding,"['Jason Lee', 'Kyunghyun Cho', 'Douwe Kiela']",Reject
Robustness and Equivariance of Neural Networks,"['Amit Deshpande', 'Sandesh Kamath', 'K.V.Subrahmanyam']",Reject
ImageNet-trained CNNs are biased towards texture; increasing shape bias improves accuracy and robustness,"['Robert Geirhos', 'Patricia Rubisch', 'Claudio Michaelis', 'Matthias Bethge', 'Felix A. Wichmann', 'Wieland Brendel']",Accept (Oral)
Improving MMD-GAN Training with Repulsive Loss Function,"['Wei Wang', 'Yuan Sun', 'Saman Halgamuge']",Accept (Poster)
Progressive Weight Pruning Of Deep Neural Networks Using ADMM,"['Shaokai Ye', 'Tianyun Zhang', 'Kaiqi Zhang', 'Jiayu Li', 'Kaidi Xu', 'Yunfei Yang', 'Fuxun Yu', 'Jian Tang', 'Makan Fardad', 'Sijia Liu', 'Xiang Chen', 'Xue Lin', 'Yanzhi Wang']",Reject
Large Scale GAN Training for High Fidelity Natural Image Synthesis,"['Andrew Brock', 'Jeff Donahue', 'Karen Simonyan']",Accept (Oral)
SOM-VAE: Interpretable Discrete Representation Learning on Time Series,"['Vincent Fortuin', 'Matthias Hüser', 'Francesco Locatello', 'Heiko Strathmann', 'Gunnar Rätsch']",Accept (Poster)
Riemannian Adaptive Optimization Methods,"['Gary Becigneul', 'Octavian-Eugen Ganea']",Accept (Poster)
The Importance of Norm Regularization in Linear Graph Embedding: Theoretical Analysis and Empirical Demonstration,"['Yihan Gao', 'Chao Zhang', 'Jian Peng', 'Aditya Parameswaran']",Reject
Mental Fatigue Monitoring using Brain Dynamics Preferences,"['Yuangang Pan', 'Avinash K Singh', 'Ivor W. Tsang', 'Chin-teng Lin']",Reject
Non-vacuous Generalization Bounds at the ImageNet Scale: a PAC-Bayesian Compression Approach,"['Wenda Zhou', 'Victor Veitch', 'Morgane Austern', 'Ryan P. Adams', 'Peter Orbanz']",Accept (Poster)
Learning Factorized Multimodal Representations,"['Yao-Hung Hubert Tsai', 'Paul Pu Liang', 'Amir Zadeh', 'Louis-Philippe Morency', 'Ruslan Salakhutdinov']",Accept (Poster)
Conscious Inference for Object Detection,"['Jiahuan Zhou', 'Nikolaos Karianakis', 'Ying Wu', 'Gang Hua']",Reject
Aggregated Momentum: Stability Through Passive Damping,"['James Lucas', 'Shengyang Sun', 'Richard Zemel', 'Roger  Grosse']",Accept (Poster)
Recovering the Lowest Layer of Deep Networks with High Threshold Activations,"['Surbhi Goel', 'Rina Panigrahy']",Reject
ON BREIMAN’S DILEMMA IN NEURAL NETWORKS: SUCCESS AND FAILURE OF NORMALIZED MARGINS,"['Yifei HUANG', 'Yuan YAO', 'Weizhi ZHU']",Reject
Activity Regularization for Continual Learning,"['Quang H. Pham', 'Steven C. H. Hoi']",Reject
A Guider Network for Multi-Dual Learning,"['Wenpeng Hu', 'Zhengwei Tao', 'Zhanxing Zhu', 'Bing Liu', 'Zhou Lin', 'Jinwen Ma', 'Dongyan Zhao', 'Rui Yan']",Reject
Calibration of neural network logit vectors to combat adversarial attacks,['Oliver Goldstein'],Reject
Learning to Schedule Communication in Multi-agent Reinforcement Learning,"['Daewoo Kim', 'Sangwoo Moon', 'David Hostallero', 'Wan Ju Kang', 'Taeyoung Lee', 'Kyunghwan Son', 'Yung Yi']",Accept (Poster)
Minimum Divergence vs. Maximum Margin: an Empirical Comparison on Seq2Seq Models,"['Huan Zhang', 'Hai Zhao']",Accept (Poster)
Probabilistic Semantic Embedding,"['Yue Jiao', 'Jonathon Hare', 'Adam Prügel-Bennett']",Reject
Overcoming Catastrophic Forgetting for Continual Learning via Model Adaptation,"['Wenpeng Hu', 'Zhou Lin', 'Bing Liu', 'Chongyang Tao', 'Zhengwei Tao', 'Jinwen Ma', 'Dongyan Zhao', 'Rui Yan']",Accept (Poster)
Multi-Domain Adversarial Learning,"['Alice Schoenauer-Sebag', 'Louise Heinrich', 'Marc Schoenauer', 'Michele Sebag', 'Lani F. Wu', 'Steve J. Altschuler']",Accept (Poster)
Compound Density Networks,"['Agustinus Kristiadi', 'Asja Fischer']",Reject
Learning from Positive and Unlabeled Data with a Selection Bias,"['Masahiro Kato', 'Takeshi Teshima', 'Junya Honda']",Accept (Poster)
CEM-RL: Combining evolutionary and gradient-based methods for policy search,"['Pourchot', 'Sigaud']",Accept (Poster)
SGD Converges to Global Minimum in Deep Learning via Star-convex Path,"['Yi Zhou', 'Junjie Yang', 'Huishuai Zhang', 'Yingbin Liang', 'Vahid Tarokh']",Accept (Poster)
LayoutGAN: Generating Graphic Layouts with Wireframe Discriminators,"['Jianan Li', 'Jimei Yang', 'Aaron Hertzmann', 'Jianming Zhang', 'Tingfa Xu']",Accept (Poster)
Adversarial Sampling for Active Learning,"['Christoph Mayer', 'Radu Timofte']",Reject
On-Policy Trust Region Policy Optimisation with Replay Buffers,"['Dmitry Kangin', 'Nicolas Pugeault']",Reject
Step-wise Sensitivity Analysis: Identifying Partially Distributed Representations for Interpretable Deep Learning,"['Botty Dimanov', 'Mateja Jamnik']",Reject
Neural Networks for Modeling Source Code Edits,"['Rui Zhao', 'David Bieber', 'Kevin Swersky', 'Daniel Tarlow']",Reject
ChainGAN: A sequential approach to GANs,"['Safwan Hossain', 'Kiarash Jamali', 'Yuchen Li', 'Frank Rudzicz']",Reject
Phrase-Based Attentions,"['Phi Xuan Nguyen', 'Shafiq Joty']",Reject
ON THE USE OF CONVOLUTIONAL AUTO-ENCODER FOR INCREMENTAL CLASSIFIER LEARNING IN CONTEXT AWARE ADVERTISEMENT,"['Tin Lay Nwe', 'Shudong Xie', 'Balaji Nataraj', 'Yiqun Li', 'Joo-Hwee Lim']",Reject
Sinkhorn AutoEncoders,"['Giorgio Patrini', 'Marcello Carioni', 'Patrick Forré', 'Samarth Bhargav', 'Max Welling', 'Rianne van den Berg', 'Tim Genewein', 'Frank Nielsen']",Reject
Equi-normalization of Neural Networks,"['Pierre Stock', 'Benjamin Graham', 'Rémi Gribonval', 'Hervé Jégou']",Accept (Poster)
Investigating CNNs' Learning Representation under label noise,"['Ryuichiro Hataya', 'Hideki Nakayama']",Reject
Information Theoretic lower bounds on negative log likelihood,['Luis A. Lastras-Montaño'],Accept (Poster)
Finding Mixed Nash Equilibria of Generative Adversarial Networks,"['Ya-Ping Hsieh', 'Chen Liu', 'Volkan Cevher']",Reject
Universal Attacks on Equivariant Networks,"['Amit Deshpande', 'Sandesh Kamath', 'K V Subrahmanyam']",Reject
Adversarial Attacks on Node Embeddings,"['Aleksandar Bojchevski', 'Stephan Günnemann']",Reject
Consistent Jumpy Predictions for Videos and Scenes,"['Ananya Kumar', 'S. M. Ali Eslami', 'Danilo Rezende', 'Marta Garnelo', 'Fabio Viola', 'Edward Lockhart', 'Murray Shanahan']",Reject
Layerwise Recurrent Autoencoder for General Real-world Traffic Flow Forecasting,"['Peize Zhao', 'Danfeng Cai', 'Shaokun Zhang', 'Feng Chen', 'Zhemin Zhang', 'Cheng Wang', 'Jonathan Li']",Reject
Neural Random Projections for Language Modelling,"['Davide Nunes', 'Luis Antunes']",Reject
Neural Speed Reading with Structural-Jump-LSTM,"['Christian Hansen', 'Casper Hansen', 'Stephen Alstrup', 'Jakob Grue Simonsen', 'Christina Lioma']",Accept (Poster)
Deep Graph Infomax,"['Petar Veličković', 'William Fedus', 'William L. Hamilton', 'Pietro Liò', 'Yoshua Bengio', 'R Devon Hjelm']",Accept (Poster)
SNIP: SINGLE-SHOT NETWORK PRUNING BASED ON CONNECTION SENSITIVITY,"['Namhoon Lee', 'Thalaiyasingam Ajanthan', 'Philip Torr']",Accept (Poster)
The effectiveness of layer-by-layer training using the information bottleneck principle,"['Adar Elad', 'Doron Haviv', 'Yochai Blau', 'Tomer Michaeli']",Reject
Bias-Reduced Uncertainty Estimation for Deep Neural Classifiers,"['Yonatan Geifman', 'Guy Uziel', 'Ran El-Yaniv']",Accept (Poster)
Approximability of Discriminators Implies Diversity in GANs,"['Yu Bai', 'Tengyu Ma', 'Andrej Risteski']",Accept (Poster)
On the Minimal Supervision for Training Any Binary Classifier from Only Unlabeled Data,"['Nan Lu', 'Gang Niu', 'Aditya Krishna Menon', 'Masashi Sugiyama']",Accept (Poster)
KnockoffGAN: Generating Knockoffs for Feature Selection using Generative Adversarial Networks,"['James Jordon', 'Jinsung Yoon', 'Mihaela van der Schaar']",Accept (Oral)
Unseen Action Recognition with Unpaired Adversarial Multimodal Learning,"['AJ Piergiovanni', 'Michael S. Ryoo']",Reject
Connecting the Dots Between MLE and RL for Sequence Generation,"['Bowen Tan*', 'Zhiting Hu*', 'Zichao Yang', 'Ruslan Salakhutdinov', 'Eric P. Xing']",Reject
Temporal Gaussian Mixture Layer for Videos,"['AJ Piergiovanni', 'Michael S. Ryoo']",Reject
EXPLORATION OF EFFICIENT ON-DEVICE ACOUSTIC MODELING WITH NEURAL NETWORKS,"['Wonyong Sung', 'Lukas Lee', 'Jinwhan Park']",Reject
What Would pi* Do?: Imitation Learning via Off-Policy Reinforcement Learning,"['Siddharth Reddy', 'Anca D. Dragan', 'Sergey Levine']",Reject
Auxiliary Variational MCMC,"['Raza Habib', 'David Barber']",Accept (Poster)
Teacher Guided Architecture Search,"['Pouya Bashivan', 'Mark Tensen', 'James J DiCarlo']",Reject
PATE-GAN: Generating Synthetic Data with Differential Privacy Guarantees,"['James Jordon', 'Jinsung Yoon', 'Mihaela van der Schaar']",Accept (Poster)
3D-RelNet: Joint Object and Relational Network for 3D Prediction,"['Nilesh Kulkarni', 'Ishan Misra', 'Shubham Tulsiani', 'Abhinav Gupta']",Reject
A fast quasi-Newton-type method for large-scale stochastic optimisation,"['Adrian Wills', 'Thomas B. Schön', 'Carl Jidling']",Reject
Total Style Transfer with a Single Feed-Forward Network,"['Minseong Kim', 'Hyun-Chul Choi']",Reject
Minimal Random Code Learning: Getting Bits Back from Compressed Model Parameters,"['Marton Havasi', 'Robert Peharz', 'José Miguel Hernández-Lobato']",Accept (Poster)
Efficient Codebook and Factorization for Second Order Representation Learning,"['Pierre jacob', 'David Picard', 'Aymeric Histace', 'Edouard Klein']",Reject
Manifold Mixup: Learning Better Representations by Interpolating Hidden States,"['Vikas Verma', 'Alex Lamb', 'Christopher Beckham', 'Amir Najafi', 'Aaron Courville', 'Ioannis Mitliagkas', 'Yoshua Bengio']",Reject
GO Gradient for Expectation-Based Objectives,"['Yulai Cong', 'Miaoyun Zhao', 'Ke Bai', 'Lawrence Carin']",Accept (Poster)
Benchmarking Neural Network Robustness to Common Corruptions and Perturbations,"['Dan Hendrycks', 'Thomas Dietterich']",Accept (Poster)
Second-Order Adversarial Attack and Certifiable Robustness,"['Bai Li', 'Changyou Chen', 'Wenlin Wang', 'Lawrence Carin']",Reject
BEHAVIOR MODULE IN NEURAL NETWORKS,"['Andrey Sakryukin', 'Yongkang Wong', 'Mohan S. Kankanhalli']",Reject
Deep reinforcement learning with relational inductive biases,"['Vinicius Zambaldi', 'David Raposo', 'Adam Santoro', 'Victor Bapst', 'Yujia Li', 'Igor Babuschkin', 'Karl Tuyls', 'David Reichert', 'Timothy Lillicrap', 'Edward Lockhart', 'Murray Shanahan', 'Victoria Langston', 'Razvan Pascanu', 'Matthew Botvinick', 'Oriol Vinyals', 'Peter Battaglia']",Accept (Poster)
L-Shapley and C-Shapley: Efficient Model Interpretation for Structured Data,"['Jianbo Chen', 'Le Song', 'Martin J. Wainwright', 'Michael I. Jordan']",Accept (Poster)
DOMAIN ADAPTATION VIA DISTRIBUTION AND REPRESENTATION MATCHING: A CASE STUDY ON TRAINING DATA SELECTION VIA REINFORCEMENT LEARNING,"['Miaofeng Liu', 'Yan Song', 'Hongbin Zou', 'Tong Zhang']",Reject
Few-shot Classification on Graphs with Structural Regularized GCNs,"['Shengzhong Zhang', 'Ziang Zhou', 'Zengfeng Huang', 'Zhongyu Wei']",Reject
Greedy Attack and Gumbel Attack: Generating Adversarial Examples for Discrete Data,"['Puyudi Yang', 'Jianbo Chen', 'Cho-Jui Hsieh', 'Jane-Ling Wang', 'Michael I. Jordan']",Reject
Whitening and Coloring Batch Transform for GANs,"['Aliaksandr Siarohin', 'Enver Sangineto', 'Nicu Sebe']",Accept (Poster)
PeerNets: Exploiting Peer Wisdom Against Adversarial Attacks,"['Jan Svoboda', 'Jonathan Masci', 'Federico Monti', 'Michael Bronstein', 'Leonidas Guibas']",Accept (Poster)
Hierarchical Attention: What Really Counts in Various NLP Tasks,"['Zehao Dou', 'Zhihua Zhang']",Reject
Sample-efficient policy learning in multi-agent Reinforcement Learning via meta-learning,"['Jialian Li', 'Hang Su', 'Jun Zhu']",Reject
Learning  agents with prioritization and parameter noise in continuous state and action space,"['Rajesh Devaraddi', 'G. Srinivasaraghavan']",Reject
Sparse Dictionary Learning by Dynamical Neural Networks,"['Tsung-Han Lin', 'Ping Tak Peter Tang']",Accept (Poster)
Relaxed Quantization for Discretized Neural Networks,"['Christos Louizos', 'Matthias Reisser', 'Tijmen Blankevoort', 'Efstratios Gavves', 'Max Welling']",Accept (Poster)
Guiding Physical Intuition with Neural Stethoscopes,"['Fabian Fuchs', 'Oliver Groth', 'Adam Kosiorek', 'Alex Bewley', 'Markus Wulfmeier', 'Andrea Vedaldi', 'Ingmar Posner']",Reject
Deep Denoising: Rate-Optimal Recovery of Structured Signals with a Deep Prior,"['Reinhard Heckel', 'Wen Huang', 'Paul Hand', 'Vladislav Voroninski']",Reject
Gradient Acceleration in Activation Functions,"['Sangchul Hahn', 'Heeyoul Choi']",Reject
NUTS: Network for Unsupervised Telegraphic Summarization,"['Chanakya Malireddy', 'Tirth Maniar', 'Sajal Maheshwari', 'Manish Shrivastava']",Reject
Understanding GANs via Generalization Analysis for Disconnected Support,"['Masaaki Imaizumi', 'Kenji Fukumizu']",Reject
Marginal Policy Gradients: A Unified Family of Estimators for Bounded Action Spaces with Applications,"['Carson Eisenach', 'Haichuan Yang', 'Ji Liu', 'Han Liu']",Accept (Poster)
On the Margin Theory of Feedforward Neural Networks,"['Colin Wei', 'Jason Lee', 'Qiang Liu', 'Tengyu Ma']",Reject
Mol-CycleGAN - a generative model for molecular optimization,"['Łukasz Maziarka', 'Agnieszka Pocha', 'Jan Kaczmarczyk', 'Michał Warchoł']",Reject
code2seq: Generating Sequences from Structured Representations of Code,"['Uri Alon', 'Shaked Brody', 'Omer Levy', 'Eran Yahav']",Accept (Poster)
Overfitting Detection of Deep Neural Networks without a Hold Out Set,['Konrad Groh'],Reject
Generative Models from the perspective of Continual Learning,"['Timothée Lesort', 'Hugo Caselles-Dupré', 'Michael Garcia-Ortiz', 'Jean-François Goudou', 'David Filliat']",Reject
ADef: an Iterative Algorithm to Construct Adversarial Deformations,"['Rima Alaifari', 'Giovanni S. Alberti', 'Tandri Gauksson']",Accept (Poster)
